1472,10704,合肥,10550,安徽
1473,10704,合肥,10550,安徽
1474,10704,合肥,10550,安徽
1475,10704,合肥,10550,安徽
1476,10704,合肥,10550,安徽
1477,10704,合肥,10550,安徽
1478,10704,合肥,10550,安徽
1479,10704,合肥,10550,安徽
1480,10704,合肥,10550,安徽
1481,10704,合肥,10550,安徽
1482,10755,巢湖,10550,安徽
1483,10704,合肥,10550,安徽
1484,10704,合肥,10550,安徽
1485,10742,安庆,10550,安徽
1486,10622,蚌埠,10550,安徽
1487,10744,阜阳,10550,安徽
1488,10742,安庆,10550,安徽
1489,10622,蚌埠,10550,安徽
1490,10741,亳州,10550,安徽
1492,10743,池州,10550,安徽
1493,10756,滁州,10550,安徽
1494,10744,阜阳,10550,安徽
1495,10757,淮北,10550,安徽
1496,10921,淮南,10550,安徽
1497,10922,黄山,10550,安徽
1498,10758,六安,10550,安徽
1499,10759,马鞍山,10550,安徽
1500,10745,宿州,10550,安徽
1501,10923,铜陵,10550,安徽
1502,10707,芜湖,10550,安徽
1503,10623,宣城,10550,安徽
1504,10757,淮北,10550,安徽
1505,10757,淮北,10550,安徽
1506,10921,淮南,10550,安徽
1508,10759,马鞍山,10550,安徽
1511,10707,芜湖,10550,安徽
1512,10707,芜湖,10550,安徽
1519,10704,合肥,10550,安徽
1535,10704,合肥,10550,安徽
3820,10704,合肥,10550,安徽
12336,10707,芜湖,10550,安徽
21761,10704,合肥,10550,安徽
21762,10704,合肥,10550,安徽
21763,10704,合肥,10550,安徽
21764,10704,合肥,10550,安徽
21765,10704,合肥,10550,安徽
21768,10704,合肥,10550,安徽
21773,10704,合肥,10550,安徽
21793,10758,六安,10550,安徽
21797,10758,六安,10550,安徽
21808,10756,滁州,10550,安徽
21824,10742,安庆,10550,安徽
21825,10742,安庆,10550,安徽
21841,10707,芜湖,10550,安徽
21842,10707,芜湖,10550,安徽
21844,10707,芜湖,10550,安徽
21849,10707,芜湖,10550,安徽
21850,10707,芜湖,10550,安徽
21851,10707,芜湖,10550,安徽
21852,10707,芜湖,10550,安徽
21853,10707,芜湖,10550,安徽
21872,10923,铜陵,10550,安徽
21873,10923,铜陵,10550,安徽
21874,10923,铜陵,10550,安徽
21875,10923,铜陵,10550,安徽
21876,10923,铜陵,10550,安徽
21880,10704,合肥,10550,安徽
21881,10704,合肥,10550,安徽
21882,10704,合肥,10550,安徽
21905,10623,宣城,10550,安徽
21936,10622,蚌埠,10550,安徽
21939,10622,蚌埠,10550,安徽
21946,10622,蚌埠,10550,安徽
21947,10622,蚌埠,10550,安徽
21948,10622,蚌埠,10550,安徽
21955,10921,淮南,10550,安徽
21958,10921,淮南,10550,安徽
21968,10745,宿州,10550,安徽
22009,10741,亳州,10550,安徽
22013,10744,阜阳,10550,安徽
22017,10704,合肥,10550,安徽
22020,10704,合肥,10550,安徽
22025,10704,合肥,10550,安徽
22029,10704,合肥,10550,安徽
22045,10704,合肥,10550,安徽
22052,10758,六安,10550,安徽
22066,10756,滁州,10550,安徽
22097,10742,安庆,10550,安徽
22114,10704,合肥,10550,安徽
22116,10704,合肥,10550,安徽
22117,10704,合肥,10550,安徽
22118,10704,合肥,10550,安徽
22122,10704,合肥,10550,安徽
22136,10704,合肥,10550,安徽
22137,10704,合肥,10550,安徽
22150,10744,阜阳,10550,安徽
22156,10707,芜湖,10550,安徽
22157,10707,芜湖,10550,安徽
22158,10707,芜湖,10550,安徽
22162,10623,宣城,10550,安徽
22182,10922,黄山,10550,安徽
22183,10922,黄山,10550,安徽
22187,10704,合肥,10550,安徽
22189,10704,合肥,10550,安徽
22190,10704,合肥,10550,安徽
22198,10921,淮南,10550,安徽
22210,10745,宿州,10550,安徽
22211,10745,宿州,10550,安徽
22223,10741,亳州,10550,安徽
22224,10741,亳州,10550,安徽
22249,10744,阜阳,10550,安徽
22251,10744,阜阳,10550,安徽
22258,10757,淮北,10550,安徽
22259,10757,淮北,10550,安徽
22261,10757,淮北,10550,安徽
22267,10744,阜阳,10550,安徽
25156,10623,宣城,10550,安徽
54528,10704,合肥,10550,安徽
54531,10704,合肥,10550,安徽
54533,10704,合肥,10550,安徽
54535,10704,合肥,10550,安徽
54536,10704,合肥,10550,安徽
54537,10704,合肥,10550,安徽
54538,10704,合肥,10550,安徽
54539,10704,合肥,10550,安徽
54540,10704,合肥,10550,安徽
54542,10704,合肥,10550,安徽
54543,10704,合肥,10550,安徽
54544,10742,安庆,10550,安徽
54545,10742,安庆,10550,安徽
54560,10622,蚌埠,10550,安徽
54561,10622,蚌埠,10550,安徽
54576,10741,亳州,10550,安徽
54593,10704,合肥,10550,安徽
54608,10743,池州,10550,安徽
54620,10755,巢湖,10550,安徽
54622,10704,合肥,10550,安徽
54623,10704,合肥,10550,安徽
54624,10756,滁州,10550,安徽
54640,10744,阜阳,10550,安徽
54641,10744,阜阳,10550,安徽
54656,10757,淮北,10550,安徽
54672,10921,淮南,10550,安徽
54673,10921,淮南,10550,安徽
54675,10921,淮南,10550,安徽
54688,10922,黄山,10550,安徽
54704,10758,六安,10550,安徽
54720,10759,马鞍山,10550,安徽
54721,10759,马鞍山,10550,安徽
54728,10923,铜陵,10550,安徽
54729,10923,铜陵,10550,安徽
54736,10745,宿州,10550,安徽
54752,10707,芜湖,10550,安徽
54753,10707,芜湖,10550,安徽
54754,10707,芜湖,10550,安徽
54768,10623,宣城,10550,安徽
256,10705,北京,10531,北京
257,10705,北京,10531,北京
258,10705,北京,10531,北京
259,10705,北京,10531,北京
260,10705,北京,10531,北京
261,10705,北京,10531,北京
262,10705,北京,10531,北京
263,10705,北京,10531,北京
264,10705,北京,10531,北京
265,10705,北京,10531,北京
266,10705,北京,10531,北京
267,10705,北京,10531,北京
270,10705,北京,10531,北京
275,10705,北京,10531,北京
280,10705,北京,10531,北京
282,10705,北京,10531,北京
283,10705,北京,10531,北京
284,10705,北京,10531,北京
285,10705,北京,10531,北京
288,10705,北京,10531,北京
289,10705,北京,10531,北京
290,10705,北京,10531,北京
291,10705,北京,10531,北京
292,10705,北京,10531,北京
293,10705,北京,10531,北京
294,10705,北京,10531,北京
304,10705,北京,10531,北京
306,10705,北京,10531,北京
308,10705,北京,10531,北京
310,10705,北京,10531,北京
1161,10705,北京,10531,北京
4115,10705,北京,10531,北京
4118,10705,北京,10531,北京
4119,10705,北京,10531,北京
4120,10705,北京,10531,北京
4124,10705,北京,10531,北京
4125,10705,北京,10531,北京
4126,10705,北京,10531,北京
4128,10705,北京,10531,北京
4129,10705,北京,10531,北京
4132,10705,北京,10531,北京
4133,10705,北京,10531,北京
4138,10705,北京,10531,北京
4140,10705,北京,10531,北京
4141,10705,北京,10531,北京
4142,10705,北京,10531,北京
4147,10705,北京,10531,北京
4149,10705,北京,10531,北京
4150,10705,北京,10531,北京
4151,10705,北京,10531,北京
4154,10705,北京,10531,北京
4155,10705,北京,10531,北京
4160,10705,北京,10531,北京
4161,10705,北京,10531,北京
4162,10705,北京,10531,北京
4163,10705,北京,10531,北京
4164,10705,北京,10531,北京
4171,10705,北京,10531,北京
4172,10705,北京,10531,北京
4173,10705,北京,10531,北京
4174,10705,北京,10531,北京
4176,10705,北京,10531,北京
4180,10705,北京,10531,北京
4181,10705,北京,10531,北京
4183,10705,北京,10531,北京
4184,10705,北京,10531,北京
4185,10705,北京,10531,北京
4187,10705,北京,10531,北京
4188,10705,北京,10531,北京
4189,10705,北京,10531,北京
4190,10705,北京,10531,北京
4191,10705,北京,10531,北京
4192,10705,北京,10531,北京
4193,10705,北京,10531,北京
4195,10705,北京,10531,北京
4201,10705,北京,10531,北京
4203,10705,北京,10531,北京
4205,10705,北京,10531,北京
4206,10705,北京,10531,北京
4207,10705,北京,10531,北京
4208,10705,北京,10531,北京
4209,10705,北京,10531,北京
4210,10705,北京,10531,北京
4211,10705,北京,10531,北京
4212,10705,北京,10531,北京
4213,10705,北京,10531,北京
4214,10705,北京,10531,北京
4216,10705,北京,10531,北京
4219,10705,北京,10531,北京
4220,10705,北京,10531,北京
4221,10705,北京,10531,北京
4222,10705,北京,10531,北京
4223,10705,北京,10531,北京
4224,10705,北京,10531,北京
4227,10705,北京,10531,北京
4233,10705,北京,10531,北京
4234,10705,北京,10531,北京
4236,10705,北京,10531,北京
4245,10705,北京,10531,北京
4246,10705,北京,10531,北京
4248,10705,北京,10531,北京
4249,10705,北京,10531,北京
4250,10705,北京,10531,北京
4252,10705,北京,10531,北京
4255,10705,北京,10531,北京
4257,10705,北京,10531,北京
4263,10705,北京,10531,北京
4266,10705,北京,10531,北京
4269,10705,北京,10531,北京
4273,10705,北京,10531,北京
4275,10705,北京,10531,北京
4276,10705,北京,10531,北京
4282,10705,北京,10531,北京
4284,10705,北京,10531,北京
4286,10705,北京,10531,北京
4287,10705,北京,10531,北京
4288,10705,北京,10531,北京
4289,10705,北京,10531,北京
4290,10705,北京,10531,北京
4291,10705,北京,10531,北京
4292,10705,北京,10531,北京
4293,10705,北京,10531,北京
4303,10705,北京,10531,北京
4305,10705,北京,10531,北京
4314,10705,北京,10531,北京
4315,10705,北京,10531,北京
4316,10705,北京,10531,北京
4317,10705,北京,10531,北京
4318,10705,北京,10531,北京
4319,10705,北京,10531,北京
4331,10705,北京,10531,北京
4332,10705,北京,10531,北京
4333,10705,北京,10531,北京
4334,10705,北京,10531,北京
4335,10705,北京,10531,北京
4337,10705,北京,10531,北京
4340,10705,北京,10531,北京
4341,10705,北京,10531,北京
4345,10705,北京,10531,北京
4346,10705,北京,10531,北京
4397,10705,北京,10531,北京
4413,10705,北京,10531,北京
4414,10705,北京,10531,北京
4421,10705,北京,10531,北京
4425,10705,北京,10531,北京
4426,10705,北京,10531,北京
4429,10705,北京,10531,北京
4433,10705,北京,10531,北京
4434,10705,北京,10531,北京
4436,10705,北京,10531,北京
4438,10705,北京,10531,北京
4440,10705,北京,10531,北京
4459,10705,北京,10531,北京
4460,10705,北京,10531,北京
4461,10705,北京,10531,北京
4467,10705,北京,10531,北京
4489,10705,北京,10531,北京
4494,10705,北京,10531,北京
4501,10705,北京,10531,北京
4523,10705,北京,10531,北京
4559,10705,北京,10531,北京
4562,10705,北京,10531,北京
4564,10705,北京,10531,北京
4565,10705,北京,10531,北京
4566,10705,北京,10531,北京
4569,10705,北京,10531,北京
4571,10705,北京,10531,北京
4572,10705,北京,10531,北京
4574,10705,北京,10531,北京
4578,10705,北京,10531,北京
4585,10705,北京,10531,北京
4595,10705,北京,10531,北京
4596,10705,北京,10531,北京
4600,10705,北京,10531,北京
40964,10705,北京,10531,北京
40966,10705,北京,10531,北京
40968,10705,北京,10531,北京
40981,10705,北京,10531,北京
40982,10705,北京,10531,北京
40983,10705,北京,10531,北京
40984,10705,北京,10531,北京
40989,10705,北京,10531,北京
40991,10705,北京,10531,北京
40992,10705,北京,10531,北京
40993,10705,北京,10531,北京
40994,10705,北京,10531,北京
40995,10705,北京,10531,北京
40996,10705,北京,10531,北京
40997,10705,北京,10531,北京
40998,10705,北京,10531,北京
41001,10705,北京,10531,北京
41003,10705,北京,10531,北京
41004,10705,北京,10531,北京
41005,10705,北京,10531,北京
41006,10705,北京,10531,北京
41007,10705,北京,10531,北京
41008,10705,北京,10531,北京
41009,10705,北京,10531,北京
41010,10705,北京,10531,北京
41011,10705,北京,10531,北京
41015,10705,北京,10531,北京
1632,10653,福州,10554,福建
1633,10653,福州,10554,福建
1634,10653,福州,10554,福建
1635,10653,福州,10554,福建
1636,10653,福州,10554,福建
1637,10653,福州,10554,福建
1638,10793,泉州,10554,福建
1639,10793,泉州,10554,福建
1640,10793,泉州,10554,福建
1641,10793,泉州,10554,福建
1644,10801,宁德,10554,福建
1647,10708,厦门,10554,福建
1649,10708,厦门,10554,福建
1650,10708,厦门,10554,福建
1652,10708,厦门,10554,福建
1654,10794,漳州,10554,福建
1655,10794,漳州,10554,福建
1656,10773,莆田,10554,福建
1657,10773,莆田,10554,福建
1660,10776,三明,10554,福建
1661,10682,南平,10554,福建
1663,10653,福州,10554,福建
1664,10653,福州,10554,福建
1665,10653,福州,10554,福建
1666,10653,福州,10554,福建
1667,10708,厦门,10554,福建
1668,10708,厦门,10554,福建
1671,10653,福州,10554,福建
1674,10708,厦门,10554,福建
1678,10793,泉州,10554,福建
